isbn,bid
9781455504411,11248907
9780399175954,25776200
9780399157363,9585131
9780062190376,22826126
9780061990632,15717347
9781455584970,27170170
9780062204103,18392322
9780060898762,26887738
9780307587862,11672760
9780547416212,8898696
9781455566389,28119237
9780307377906,11324722
9781476751726,17839073
9781250027689,20944589
9781101636350,20494680
9781101620403,17741077
9780061779725,6559316
9780988860599,17322114
9780062011848,10661424
9780312622893,12158028
9781466851894,25659220
9780316244565,26795568
9780062279385,18090127
9780804177498,23210120
9781455521166,22675963
9780062039880,10837417
9780812998207,25387158
9780062106100,12749982
9780312567460,9909915
9781449476281,26071563
9780515156133,27209430
9780062098047,13621539
9780399159015,12868761
9780316310475,26795573
9781627794701,23857785
9780446580298,2197227
9781460380406,25650432
9780743276740,6362651
9780446557634,7042681
9781451626209,13547138
9781401920524,7627722
9781484712955,26023499
9780345538895,15707716
A00B00DLC26OM,
9780060873028,11467115
9781416583431,7171944
9781101475690,9848562
9780316224581,14781507
9780812989052,25733965
9780698176188,26868605
9780446542180,7023718
9781421582818,25814387
9780399175961,27065430
9780425278895,25387880
9781459292475,29654091
9781476753270,18005901
9780393087727,16241144
9780399157783,10633517
9780785192145,25861677
9780307588371,19288043
9780062008671,8139316
9781453249451,13595065
9780385340304,9920532
9780062106414,13621641
9780061784798,13148921
9780399156762,7830113
9781311437068,22027809
9780399157349,18693588
9780312579975,11167391
9780345546890,18465657
9780143125471,18667902
9780544336261,18812101
9780553447439,25852784
9780990317012,
9781426887642,10445529
9780143130154,29093221
9780802195258,10850854
9780385514309,6114254
9781416571766,10131648
9780143127550,23398763
9781501105159,23327726
9780307887443,12600138
9780345539656,17910726
9780345543240,19502593
9780679643913,13534841
9780312383282,6048530
9780345543790,17874997
9780758227171,8582723
9781459241244,15812516
9781439165355,7841340
9781401248963,18310944
9781455584215,26031228
9780345803498,13536859
9781439180983,9250514
9780062132567,23215447
9780307594969,22889750
9780545851022,26892072
9780061230905,6279874
9780385346849,15842015
9780061578915,3503036
9780345535788,13642155
9780989668408,18074107
9780802412706,22928803
9781460334539,22267818
9780312631680,12799561
9780765379283,25187640
9781591843825,10139649
9781451620696,9846048
9781476702711,18775383
9780385352857,19322250
9781101638835,18754527
A00B00RZVNDSS,
9780062312495,21936652
9780062316103,20764788
9781101598580,16035409
9780399157356,9408479
9781594633881,23398612
9781439150009,6517407
9780446573313,12886599
9780345547514,18630666
9781484708217,
9781602862579,23088244
9780062183675,16065519
9781101580776,
9780778329794,9747085
9781616559205,26067688
9780767926270,3697549
9780345530875,11294214
9781484722626,25067039
9780765325952,7743175
9780316038393,7857195
9781594204210,15811496
9780062136152,15819461
9781101609149,17072754
9781476726519,17571110
9780061122415,865
9781459205307,11420887
9781451664126,12758317
9781501101571,25755150
9780804176675,18209690
9780399176951,24611668
9781451693614,26333214
9780698192096,26796491
9780451474629,25431172
9780545591621,25868457
9781466850545,25658618
9780061937699,6980403
9780316284806,24396854
9780062243072,23149136
9781939996398,
9781451617832,26333196
9781493015528,23418635
9781617732171,25621455
9780312655464,13513646
9781401258511,25241769
9781626922556,25667060
9780385354196,23602504
9781476749105,18280712
9780385539296,25472764
9780670026326,20821043
9780307270641,27068575
9780425227732,5465066
9780385541923,29358174
9780345533562,13534576
9780345543103,18283101
9780399157370,9540596
9780316263818,23904735
9781101611081,18290920
9780393353167,27160969
9780345527356,12788665
9780399158025,11057626
9780989450249,20262335
9780698164635,24504691
9780316348805,25162637
9781942295082,
9780679405078,13049569
9780399158865,13225957
9780805096699,22143906
9780062409874,25930861
9781400067893,12722468
9781455501557,22044632
9780805087734,6137238
9780345511560,6351910
9780345538765,17209335
9781455585021,25067010
9780670013968,24611941
9780062400383,25900533
9780425238691,8270480
9781594633669,22557272
9781101547656,11699201
9780758280374,18051941
9781421584485,25813976
9781455582297,26384809
9780062197962,15703996
9780804136631,18773666
9781455557561,19162740
9780061998065,8411366
9780307590725,8113551
9780393080643,24952350
9780345522757,7942051
9781429935661,7051363
9780545685443,25779100
9781402786761,9683257
9781455581177,26241674
9781501100079,23492589
9780670020867,6054190
9781439186794,9896304
9781476741215,27274447
9781250034502,22859222
9781455515974,23341847
9780307273574,16030647
9781460315156,15822195
9780399173547,24612018
9780061656002,18505749
9780307272119,6620989
9780316342032,25112904
9781101637456,18398801
9780345537102,15733271
9781101609132,17072753
A00B00DQC67EW,
9780345536778,15701491
9780316097413,11980396
9781455554201,18269659
9781455536672,25861997
9780446580847,13528497
9781101620366,17271501
9780316376112,20706316
9781451654400,11150183
9780440212560,685403
9781419715365,23167768
9780316007542,9924889
9780446401319,9932341
9780393082241,12510274
9780345535962,13642157
9780393081817,9534444
9780804137263,25472802
9780307589385,7672904
9780989078313,21728653
9781101990353,28967446
9780061991042,15818164
9780307959850,12875355
9780515150636,11794230
9780312577216,16044981
9781501121746,25814544
9780778326892,6608754
9780312642983,13206900
9780062061843,10312854
9780385346993,20170296
9780446585026,11230081
9780316314657,26795574
9780312591076,8652283
9781401944872,22149191
9780345518149,6998523
9780804139021,18007564
9780385534338,13531400
9780062083395,18089975
9780515156218,23659164
9780399573910,27272435
9781594486630,25065629
9780399158032,13269092
9781250080684,25663776
9781101874936,25733983
9781501119101,25330544
9781451676624,15802687
9780061351525,8437379
9781476758824,26227315
9780062391995,25817407
9780698186682,
9780805097689,26883141
9780553807080,8722727
9780062458216,28257708
9781250052018,18465522
9780316211284,18453393
9781594202834,11447065
A00B00BEQP450,
9781632362285,25893817
9780316376570,23507512
9780316290197,30534239
9781476785677,26094065
9780062351517,20603050
9780399164439,18079757
9781439160121,8101438
9780988393509,16034964
9780316219365,13366259
9780374173951,9835731
9780446572828,10482371
9781501115073,25814222
9781476703541,15800651
9780670022311,10819920
A00B00FIOBPC0,
9780812995336,18050461
9780399157868,10852027
9781421576114,23492398
9781455574490,25143992
9780385531412,23165068
9780062066268,15819197
9780345520487,13152668
9780316385084,24819538
9781421578811,23492387
9780062087966,11023586
9780062134721,18707420
9781439134320,8866354
9780698148178,18361924
9780385533645,9630715
9781250109309,17876897
9780373788590,24944847
9780399157226,8573020
9780684808277,22609470
9780345539939,21874813
9780316301091,25318833
9780062200303,18052918
9780393353150,26889576
9780345486561,5514234
9781101947241,27071491
9780373281930,24885439
9781476791616,22886113
9780441020034,11480917
9780374173258,7830370
A00B00YUR6BUM,
9780312559137,12025910
9781101601204,16158262
9780553391893,23210097
9780465065684,23043966
9781401259778,26067591
9780698164468,26515167
9780778329428,9223699
9780698186231,23736345
9780061348150,8467921
9781439172261,6629816
9780345509208,7913023
9780802198754,8466837
9781476794716,27221658
9780399156274,6627962
9780446573047,15789453
9781439153956,9998825
9780553807233,5422154
9780802123534,23168288
9780061753978,8730887
9780698406742,27887709
9780062573063,29634944
9780547386072,12987640
9780525953074,15811495
9780062106063,12925397
9780812993806,13641208
9780765324122,7892754
9781101561164,12951268
9780399159343,17802724
9781101615362,18597998
9780062134691,16065516
9781632362254,25893815
9780451238016,13040826
9781400865123,22831250
9780393247213,25622135
9780525955061,24611936
9780345532206,13533215
9780345511287,11099729
9781628721867,23092589
9780061243400,3939628
9780805092998,17910054
9780674369566,
9780451231147,8614312
9781569479827,11955882
9780698183605,24108257
9781429989138,11492041
9780991379606,
9781476714318,18870476
9781599951959,6004667
9780399156854,7934665
9781101904015,25893429
9780345495969,6098691
9780385351850,18050097
9780307462985,12502176
9780345505330,3367956
9780061980596,10659762
9781623366322,24615953
9780345523471,13265092
9781250029959,23280482
9780307378453,24040176
9780425277331,22152434
9780446576000,11541582
9780805093469,9034043
9781942993308,25938055
9780385537865,16156170
9780062209276,17383543
9780698172524,25562941
9780062228154,15820228
9781466801981,13538500
9781466844070,22670804
9780385354288,25074850
9780670021550,7103547
9780345535924,13572972
9780307961822,13531954
9781476709055,27407633
9780985034160,
9781455599264,17162829
9780316097383,11738334
9781451673609,13544678
9781101623503,17280472
9781455544943,17333745
9781616557614,25233432
9781429996020,11167412
9780553807240,7180727
9780399156809,7774883
9780345545220,17162534
9781101664247,
9781594489501,128029
9781455547388,17333455
9781421582849,25111246
9781250077714,25732140
9781455599738,18127101
9780778318989,25785376
9780062333834,22999166
9781473802827,
9780385376716,23742842
9780385537827,17736862
9780553419962,25733923
9780385536073,13154952
9781497683853,25829009
9781401261306,26150632
9781476754802,25205418
9780345531070,27272223
9780307594167,13152998
9780670785971,27209433
9781455599493,17893439
9780805080681,6520929
9781401257521,25232862
9781476751412,17839730
9780062028648,9485398
9780345542946,19082043
9780804140850,18594819
9781414380520,26006618
9780062072955,22608060
9781455504398,10390802
9780446573030,11612638
9781101875940,26192646
9781101010938,8249736
9781476775685,25330545
9781416550761,13260060
9781421578835,25814301
9781250080059,25901556
9781476709208,18246399
9781455502752,13529055
9780385538749,25430260
9780375842207,1118668
9780062231703,15818440
9780062097118,12499260
9780345527714,11746513
9780989108188,
9781101965504,25387202
9780316385039,26030738
9781617735189,22045052
9780399170843,23281911
9781421576077,21412045
9780812993547,25489625
9780345464248,7023520
9780316013727,26244910
9780446553957,25721389
9781484720974,23197620
9781595148032,20560137
9781455549016,17557577
9781632155276,26138086
9780698150157,18886118
9780375423727,8701960
9781420136654,25387671
9780698157279,24684895
9780062279415,23871066
9781937278854,25734120
9780451463654,7779059
9780440335870,8851321
9781626922402,25667098
9781401256869,25607370
9781455585106,25747156
9780804178785,23834667
9781439107973,7266940
9780446546959,6417015
9780385386173,23735609
9781101576977,13446602
9780451475329,24903031
9780698173064,
9781632153272,24666002
9781439156339,7099389
9780993619878,
9781101589809,22911356
9780062119483,13490673
9780061865305,10310974
9781101607954,16284343
9780670024810,15766601
9780307423559,8438056
9780385376563,23735606
9780062242914,17564519
9781476703015,18870493
9781455586455,26245878
9780312546342,12924261
9780373788484,24000784
9781459295490,28581104
9781593157203,13587165
9781455589906,26031237
9780698195059,28823538
9780062200655,20927079
9780345528209,9635495
9781439184301,7123959
9780062255679,16065735
9780062371850,26244540
9781416595205,10816297
9780316270007,25903313
9781940218403,
9780143124542,17347634
A00B00DYVX8TM,
9781429963930,8016398
9780698410053,29569040
9780316322416,17852076
9781101602607,18138254
9781476791654,22431058
9781770411210,13592828
9781455522743,13529131
9781626921788,23310795
9781940941707,25872344
9780553499117,23395680
9780062379115,23361196
9780307959867,13484975
9780385533027,10477364
9780525427650,23399022
9781476777993,27407973
9781451649918,8158992
9780515155686,28110114
9780812994636,17910775
9780393338393,10690678
9780553906547,7859343
9781421579757,23492377
9781501120589,25330541
9781476756103,27171845
9781630350741,25999541
9781429973717,11259346
9781451613940,9463339
9780345803573,13584236
9781400067824,13530973
9780345535405,13114564
9781476731544,16117355
9780544032569,22749702
9781250010070,15793165
9781421585208,25813971
9781416548522,2289531
9781250083272,26529587
9780698197756,
9781101612989,
9780670020485,4332082
9781455515929,23507688
9780770433260,22890052
9780345526571,18310175
9780399161575,16158516
9780307959492,25430557
2940012435699,11389489
9780312539559,10872085
9780062066220,12436975
9780385341677,7304203
9780385342322,8517008
9780312667573,8913852
9780399158292,11890812
A00B006ZBRMOU,
9781101624258,18394610
9780805098204,15843610
9781420139037,26236739
9781441200433,9046370
9780399158834,13367202
9781627792295,22272985
9780399167645,23281730
9780307884961,13641910
A00B01F1476OC,
9781594486401,16158508
9780786949168,2029736
9780312587499,6678914
9780312380342,10024937
9780743290111,426775
9781401323141,13624683
9781416971719,11580302
9780670019915,3456874
9780345542939,25215947
9781455511150,13520616
9780374266325,18490596
9781484724989,25067046
9781448142958,23351063
9780385344449,24974121
9780399157660,11890806
9780307908254,18007509
9780062016591,10592838
9780061785696,23172643
9781620877562,23226648
9780345527783,13153799
9780062238481,24331374
9780062065247,13602426
9781420128444,16109534
9781101536919,11527023
9781449470890,25205337
9780399158810,13252406
9780316099684,23507471
A00B00SQILV1A,
9780399157073,8805443
9780679604297,10852889
9780385350075,17162567
9780385539449,25300845
9780698144088,20633004
9781501144233,28365033
9780373779734,25246646
9781501134159,27074443
9780316212243,12799420
9780698140752,22536581
9781476709154,15803163
9781449462277,25855502
9780446547598,7812659
9781439112809,11483439
9780345505699,8765012
9780307957276,12482658
9780765321879,23847910
9781455521272,23532065
9781476717531,15842421
9781596987852,13236353
A00B0052YFNFQ,
9780399156045,6311614
9780985547363,
9780316017930,7967279
9781770462083,23848561
9780393247688,24724590
9780375406508,23363650
9780062132451,16065512
9780802123411,22668844
9781400079148,8421746
9780778325772,3134684
9780316079921,19161794
9780553392920,23157777
9780698195660,24846330
9780307270771,3236662
9780553447781,22761137
9780679456209,15451058
9781250022370,15793933
9781429994262,10286971
9781595230942,13542869
9780385534024,13530925
9781451650099,18223628
9781476745039,18223637
9781460319550,18317781
9781460327043,20669778
9781442487697,23309725
9781451677720,13545451
9780312567477,15793046
9780307952950,13572954
9781416995753,6999776
9781459273382,12584202
9780316097390,10844125
9780544301986,23719445
9780451469472,23591068
9781476765075,21412387
9780142424179,20821174
9781250019981,15766976
9781101620984,25902672
9780670026104,15811583
9781426898075,21887220
9780446577885,3202905
9780399159206,12407466
9780804179638,23834672
9780553804546,5226845
9781484715772,20983362
9781607746355,20299686
9781594202995,10338691
9780802124739,25779644
9781591845737,14461754
9781476783475,25531875
9780393081084,24861842
9781401304720,16123768
9780399155918,6329494
9780345521279,11785468
9780446532242,9428981
9780385343152,22551744
9780345535955,13536750
9780385524285,1971658
9781442426733,20698530
9781101595954,16132592
9781476789934,23492440
9781101621134,18816165
9781476712994,15802756
9780698180741,29105789
9780307351920,7017849
9780062242716,16248264
9780385340588,6977769
9780062218315,18052944
9780698191266,28129210
9781250029928,20891757
9781621572671,20702697
9780312577209,12022079
9781439187319,7187395
9780345497628,2653622
9781101946329,25614933
9780345528223,10402306
9780307341556,1343440
9780062107312,17383934
9781416595168,6339304
9781626921924,24464123
9780451417077,22571583
9780785192381,23546848
9781460382103,25755119
9780062238399,15818746
9781501132605,27221266
9780804170932,25852818
9780425256763,25776210
9781455556564,20706753
9780743296434,6614960
9780062136589,17888950
9780545825016,25786965
9780062319753,22693235
9780307272584,7908638
9780345545930,18773627
9780446583855,13176500
9780804176712,19481173
9781451620825,13547367
9780345527417,18373208
9780062322869,20359715
9780316069380,10479831
9781476789378,27274418
9781460309681,17397362
9780061732379,8584913
9780307593313,10357575
9781616204341,23420112
9780399159862,15815347
9781588363299,7693699
9781455585182,28043290
9780393240306,17416503
9781476748382,23492705
9780763678883,22747908
9780062419002,26796423
9781250032355,17934469
9781938127359,18929429
9780316036269,9436746
9780061629754,6966454
A00B008NIJK9I,
9781630350208,20761943
9781632362117,25893814
9780316198738,11179955
9780440339373,17237152
9781451695199,15851746
9781476759692,27276408
9780061655975,13044811
9780307717115,9941438
9781632156594,27474528
9780062286949,20602999
9781455515059,15789071
9780446574242,9142816
9780525953883,18693651
9780345545978,25241274
9780385528771,6080337
9780316342179,23546781
9780307421746,7007341
9781594632969,20893477
9780062437167,29565408
9780679645986,25387142
9780385540353,24388326
9781400068647,7012055
9780385756204,18459855
9780316055444,18655998
9781101638705,18834760
9781632861238,25663599
9780316069397,11521144
9781455586431,25862036
9780525952565,11737274
9780812996418,25430669
9781101587379,15790314
9780316211147,25379039
9781101559222,12903465
9780307886941,10309013
9780812993851,16071628
9781101108987,8894714
9780451229854,7046495
9780307595119,12880428
9781588362452,7083233
9780345511423,15753192
9780670025855,20821371
9780765315052,6940561
9780385535601,27833494
9780345531056,25733446
9780345527592,12492442
9780375504334,2460911
9780385340564,2211221
9780698137653,18815705
9781101903827,23602567
9780316263672,23904734
9781501126895,26837011
9781414334097,8142508
9780399157233,7997069
9781476734613,17164599
9780062242228,20602983
9780446585187,12641167
9781476760353,21943357
9781401304706,16558244
9781439165348,17800481
9781250025920,15794310
9781608868032,25761329
9780795337277,24627217
9780062124289,15819390
9780385349185,17857809
9780812994537,22307672
9781501125607,25409784
9780399158490,13593546
9781940218113,
9780679456728,10414941
9780785196037,27415713
9780316385077,23612538
9780316210942,23735515
9780758281197,25430430
9781400205400,17773327
9780316069410,11082037
9780385344975,17883715
9780345509857,7102357
9781429901345,7414207
9780062310668,23174274
9780062280695,18080919
9780062405579,25817475
9781401324797,15818527
9781596982796,12316690
9780698156098,26043434
9781608867714,24999117
9780399158988,17707605
9780374280598,21531497
9780061969638,7789443
9781628723984,
9780804140416,20697471
9780385521383,6257535
9780062303998,18245517
9781938127366,21721951
9780345548481,16280678
9780778317661,24944823
9780062319197,24723249
9781455584994,25319229
9781484715116,26587068
9780062135254,18090019
9780061836923,7853757
9780375409288,6076387
9780062225245,24903909
9781451626162,20736522
9780307886286,11392061
9780061961274,9729507
9780062365613,23110076
9781476756561,18170662
9780691147727,26634594
9781476710792,18775356
9780804178761,19481178
9780316134477,11509438
9780988301320,21729944
9781423184324,25861903
9781476781228,25814184
9781400079155,20819687
9780399184437,29547522
9781419939754,17987085
9781401253325,23164970
9780385346870,15841863
9781501137983,27219199
9781501123092,25814185
9780307269980,5060378
9780345540706,18077816
9780446550956,6990124
9780394747231,64229
9781401945169,22323748
9781455548996,17446675
9781451617757,12987995
9780812993158,22716467
9780345501288,2193679
9781937007881,15985348
9781250049940,25618818
9781501135125,27248660
9781439199350,22450859
9781400076314,7079119
9780802119797,9693927
9780062386373,25817353
9781101636459,18482731
9781626922044,24464130
9780679603757,8679603
9781416545187,2945983
9780062250711,21936824
9781400052172,6493208
A00B00FYYPKMU,
9781476713137,15802755
9780061351501,3519956
9781926440095,
2940012964205,11853714
9780785197843,24926259
9781605290751,10138882
9780385342025,6063187
9780385351386,18930007
9780679644682,12419815
9780698161443,24906348
9781476785073,26522744
9780399156120,6603491
9780062343260,23377679
A00B006RUJST6,
9781101581438,13550834
9780373010271,6418123
9780399155949,6318241
9780525953999,22522168
9781633500044,
9780316385213,25677602
9780525953722,15814872
9781459225657,12003802
9780385533133,6876273
9781429965026,10494676
9780758225641,7109143
9781451649963,18870101
9781250020062,21531447
9780061980411,10925455
9780525952428,10782121
9780316099783,16131025
9780670020416,3381581
9780399156380,6435043
9781476708690,21856367
9781451683479,13544692
9780316311199,25946683
9780399162572,16158502
9780345541413,25809735
9780345531032,25398677
9780692527771,
9780316018708,2029176
9781101622452,17902605
9780765376701,23848051
9781401303969,16558233
9780345543066,16169737
9780399158094,11890810
9781338053616,28190254
9780345538161,13642162
9780446573252,9447878
9780985034191,
9780545886222,25246610
9781101543474,11777185
9780385530804,8492907
9781501124372,25814512
9781781162644,13596166
9780312651312,12019319
9781609452865,25242224
9781439172827,13547407
9780553907049,6993482
9781101635988,18753139
9780399172755,23310161
9780345535627,15797277
9781476711102,16058281
9780061961298,13338545
9781943016020,25546104
9781421582177,25111283
9780446564472,12988988
9781936182428,18844870
9780312642716,13167062
9780385515047,1248179
9781440635861,8508814
9781626921603,23310806
9780062049605,15819025
9781338088823,
9780399257742,22521973
9781101624876,18270199
9780385535595,27833614
9780373776146,10883940
9780062008565,8330908
9780399165269,18079589
9781401324902,16242288
9781250019806,13481275
9780061474095,2845024
9780316210980,17333279
9780062096609,12798108
9781455501533,13525911
9780762769209,17890313
9780385342049,7415016
9781476749235,18775484
9781501100109,22609147
9780062206282,13623012
9780763681173,25937866
9781455502547,11512907
9781419708084,18405492
9780316211185,15788973
9780316314893,26795581
9780310427551,11592938
9780451473011,26109378
9780804178778,23968539
9781455521197,20767918
9781455533763,24905428
9780399156571,7076706
9780812993844,16071830
9780767927796,7000599
9780698175242,20486871
9781400067664,13533740
9780062074959,10437918
9780375869020,11387515
9780316407144,27886833
9780525950929,5802612
9781421585109,25814001
9781400069101,8468297
9780316098120,11830394
9780692214848,
9780804179676,27405156
9780345522023,17232261
9780345543257,25279487
9781481455923,24885537
9780812998405,25489095
9780812996098,27774330
9780425276211,23845937
9780399155932,6316684
9780759528338,9965790
9781466842038,18464803
9781476727653,16130549
9780316097482,13521298
9781459213852,12146389
9781439107942,6432106
A00B01DIE5R3Y,
9780310515036,20783715
9780385350570,24338377
9780399157080,8733507
9780062091970,10435390
9780698190733,27887707
9780618871711,26135825
9781455588817,24917371
9781459215238,12418916
9780062290694,18085526
9781400043538,6282915
9781439100523,11745691
9781481443234,27221182
9781476730752,22669010
9781420131000,13613128
9780547848655,13429655
9780399588631,27405328
9780515156102,25476541
9781419993619,23397869
9780316228589,17251093
9781460316498,18184059
9780345544933,22747206
9780307588388,13530788
9780385337519,12013755
9781484706282,22719558
9780316096157,7134202
9781943200009,28863341
9780385534819,16099189
9781476789996,23492600
9781501135910,27220736
9780312351663,4066312
9780399165948,18079561
A00B013CPIN1W,
9781421580388,25111287
9780399171352,
9781419720673,27168916
9781416585831,5600151
9780778317579,24944834
9780805090031,13507212
9780446571418,9925138
9780307272591,16071701
9780345519528,11968327
9780062378859,27189099
9780373775804,9803748
9780399156908,7713965
9781501130441,28688182
9780765332066,17702284
9780345529374,18630542
9781617750250,11192642
9781455560844,23197557
9780399155789,6075924
9781476748443,25813937
9780062009623,9549533
9780553905656,10673579
9780062377203,22500656
9780765329042,13151129
9780736434256,23583736
9780425247563,12059093
9781455521319,17333431
9781455521258,23732434
9781466886155,25658655
9781594746376,17262540
9780399164767,20821144
9781439102411,9998705
9781451617498,11518824
9781416549833,6994369
9781627797894,26792285
9781401240455,17137635
9781940941776,
9780307817655,13533019
9781630350000,
9780451235848,10993282
9781625010957,23112886
9781623366384,25664432
9780439874021,22749539
9780316391344,25752482
9780679604006,13530796
9781400069293,16142157
9780743446570,7119294
9780544107700,23719226
9780345527776,12275680
9780399157042,8701853
A00B00OO4WLNM,
9780765378576,24019186
9780765332172,13539186
9780698136922,20664804
9780399162497,17707638
9781439102763,15753740
9781476714547,21535769
9781451617474,10950924
9781250065810,23014748
9780778317890,23638951
9780446562423,7257982
9781419717802,25897664
9781476717005,15842423
9780316211079,15791405
9781421582627,25814273
9781619635180,26073151
9781101905005,25852860
9780544115897,16100779
9780147514035,25489413
9780743294386,2095583
9781596987777,13236224
9780312651237,12022086
9780375843174,7019088
9781451627282,10644930
9781455588985,24820245
A00B00NKPJDIW,
9781420134957,21851321
9780307460202,12547098
9780345507006,3545495
9780062322845,20483097
9780316098861,17333237
9780393248890,26530331
9780307717092,8582356
9781451636949,10001098
9781612629957,23278656
9781612629865,25273121
9780446539814,7144426
9780061752728,10218446
9780062328007,20827356
9780316405348,18656055
9780399158261,11890811
9780345528674,13642950
9780345506931,13331181
9781118452950,16250170
9781631491252,25790911
9781501107726,25111012
9780061966200,7654811
9781909979031,22033811
9780525952787,11737281
9780316007023,3222979
9780345505002,26891429
9780062225436,15776309
9780553897876,7013345
9780062132468,16248139
9781451628296,15802930
9780062325419,27211731
9780062236319,16065658
9780525950608,2177236
9780062255655,15783514
9780399155345,4667024
9780062315007,18144590
9780062066275,15818268
9780441016761,3413662
9780804172707,25852828
9780307454553,6578593
9781608867370,24886016
9781101622742,18113038
9781101626368,18740425
9780312611613,12999076
9780440339885,9979837
9781476730622,16130504
9781250027931,24952205
9780446554992,14889780
9780553391145,19481078
9780399175565,24612004
9780440339915,10153096
9781455574902,17557580
9780345542960,24950845
9780829444339,26154079
9780307462534,7295784
9780316211017,17333761
9780316410984,23717678
9780385523394,8722242
9780698410619,28267468
9780316284790,25066561
9780451467423,23591097
9780553807721,7830126
9781442482890,27220771
9781451669039,12343686
9781400066032,7440139
9780385755900,22747247
9781484785201,28646508
9781588369284,8146065
9780525952398,10778948
9780525951780,6725785
9781460384015,25989554
9780399155277,3080212
9781455559381,26384777
9780345530998,22747199
9780670026616,17572903
9780994054418,28552415
9781940887913,26048701
9781501131103,28688502
9780345549860,18666178
9781101578933,15745585
9780525953081,18079661
9781476754451,18775247
9781455521234,18360170
9781455586769,28134042
9780312651220,10809451
9781451649376,27220853
9781460328651,20791479
9780345542984,25430250
9780316097406,10808006
9780399159312,16158527
9780061779763,18089900
9781451695991,17571801
9781455510184,12545818
9781451642049,11215993
A00B015EPMZ0I,
9780345548511,16280689
9781627790734,18213403
9780062279408,18053049
9780399574320,23848165
9780312384487,3354905
9781101911761,23602569
9780307271037,22522805
9781426884269,10280143
9780307719218,12158480
9780439358071,2
9780062213655,15818448
9780062290397,22698568
9781250020031,18720134
9781250020086,21853634
9781402785924,9292518
9780062194756,23871021
9780316133265,13528336
9780525953098,11389875
9781476741192,27276427
9780805091205,10855141
9780553392425,19288321
9780385350662,23995249
9781101598795,22054317
9780698178953,27162573
9780812993394,25733966
9780385535939,18077843
9780061706554,7636774
9780451418357,2294887
9780525953876,16101091
9780399157516,9534404
9781416539209,7005610
9781414336077,9858735
9780446564083,7277715
9781626924017,27779289
9781416543039,9729040
9780545658508,25943112
9780062207388,13624663
9781400063369,23164968
9780307265746,17262100
9781423199571,21416421
9781451673791,17334090
9780312383312,9499907
9781250050939,18224531
9780312365745,10134217
9781632362070,25893813
9781501137969,26891268
9780316036313,13480192
9781627795654,27158762
9780553391138,20262703
9780062199348,18052917
9781626922389,25667123
9781101615751,17833742
9781429959797,10440682
9780553807066,3190662
9781400066407,7334201
9780399573934,
9780062346674,22308739
9781627793971,23568554
9780316547703,746673
9780312614584,17934372
9781476753614,18143905
9780373777020,13548158
9780316407069,25861144
9780718031824,23647129
9781476763125,21535784
9780399156137,6574542
9780553391695,24476986
9780399156915,7954726
9780307888891,13534847
9780062015686,15776723
9780698172623,29993827
9781932841664,12634780
9781423155140,21863322
9781429960632,10329843
9780062305190,22693222
9780553446999,22747762
9781451617085,12703529
9781420123128,11351406
9780451474018,24611618
9781594747359,23164983
9781480449794,18491947
9781938127397,22410267
9780062316875,18583127
9780312655457,10680329
9780062096272,13622767
9781501115448,26337370
9780553900323,6987584
9780307834607,17704509
9780804188975,26025580
9780062325402,24903919
9780451464392,19486421
9781101580363,13636721
9781401323585,6359434
9780345530981,25614808
9780698404229,29080164
9781455520664,17557573
9781501118791,27274483
9780307265791,3393648
9780385541039,25489013
9780062442567,27064429
9780399157318,12687461
9781101577295,13631189
9780345527745,15704522
9781476762081,18870369
9780809094660,11789380
9780307394996,10209997
9780743290067,7156259
A00B004SUO5JA,
9781627795395,25666062
9780618968800,3189884
9780061877254,10171793
9780698187009,
9780385521703,15798334
9780763676711,22747886
9781455584734,22217717
9781476770383,20926278
9780553807141,4946005
9781455561803,30205546
9780465029549,13237694
9780545831949,24453338
9780525953616,15808287
9781101600238,16489732
9780385352543,24972194
9780062066299,18599638
9780399155215,2974804
9780307593672,7677839
9781416563105,7262166
9781421580845,25111306
9780316263900,25746675
9781101638460,25976125
9780698180543,29638225
9780547572482,11872850
9781439173244,13007791
9780316211048,20454059
9781451648157,13545138
9780316207041,17899371
9781101200858,7884339
9781451687507,22609428
9780307957337,12237673
9780316017923,3228917
9781401341459,8747308
9781607747307,22318578
9781631490354,25620698
9780698191785,25209364
9780062421364,26116509
9780765376473,20764879
9780698192874,30055571
9780778313175,12998110
9780739377383,6971424
9780345545893,25733888
9780062380852,26074170
9780316225892,25060128
9780345543851,21489683
9781451663495,13260491
9781401235420,15798376
9781455560837,23602928
9780316373722,18780851
9780812993400,13153198
9780307700230,20262499
9781476763798,25814403
9781565125605,43641
9781632156938,28862524
9780446195515,6528034
9780451492937,27190384
9781451648133,13254888
9781101605219,23398900
9780345506894,7046510
9780399173356,22825382
9780062308252,17992692
9780307886477,10848333
9781455521289,15791542
9781466870932,27280299
9780060888749,6806468
9781420136661,24869676
9781101600542,18818406
9781588364890,1067590
9781594487514,6709616
9780545132060,6764756
9780307758989,9905338
9781101568934,13582777
9780385349413,17182242
9780399159213,17239865
9780062407382,25858377
9781451651126,15801026
9780743201377,7224003
9781442468351,25494343
9780062277022,26116430
9780312591847,17934385
9780399184413,25734172
9780061629860,13245352
9780553510850,25387398
9780316211123,17724750
9781594204807,16158491
9780778317630,24944830
9780316097499,12870486
9780307410306,7028217
9780316056892,15789872
9780316097437,13521296
